respondent_id,h1n1_vaccine,seasonal_vaccine
34492,0.07,0.14
34493,0.19,0.59
34494,0.43,0.51
34495,0.11,0.5
34496,0.19,0.29
34497,0.54,0.86
34498,0.03,0.1
34499,0.27,0.45
34500,0.1,0.66
34501,0.21,0.79
34502,0.0,0.01
34503,0.07,0.43
34504,0.13,0.46
34505,0.02,0.02
34506,0.07,0.23
34507,0.04,0.04
34508,0.07,0.64
34509,0.44,0.45
34510,0.0,0.64
34511,0.25,0.11
34512,0.06,0.44
34513,0.47,0.83
34514,0.0,0.69
34515,0.03,0.21
34516,0.25,0.63
34517,0.28,0.39
34518,0.15,0.3
34519,0.26,0.35
34520,0.12,0.53
34521,0.6,0.71
34522,0.44,0.74
34523,0.11,0.14
34524,0.37,0.84
34525,0.02,0.02
34526,0.53,0.07
34527,0.09,0.09
34528,0.46,0.27
34529,0.54,0.52
34530,0.08,0.15
34531,0.0,0.31
34532,0.19,0.14
34533,0.22,0.95
34534,0.01,0.11
34535,0.02,0.28
34536,0.04,0.56
34537,0.01,0.26
34538,0.56,0.52
34539,0.16,0.17
34540,0.1,0.75
34541,0.33,0.9
34542,0.47,0.48
34543,0.06,0.61
34544,0.22,0.35
34545,0.33,0.73
34546,0.28,0.42
34547,0.18,0.74
34548,0.17,0.44
34549,0.02,0.05
34550,0.08,0.6
34551,0.49,0.79
34552,0.08,0.14
34553,0.84,0.92
34554,0.25,0.28
34555,0.16,0.41
34556,0.05,0.73
34557,0.37,0.79
34558,0.42,0.91
34559,0.0,0.05
34560,0.06,0.21
34561,0.09,0.12
34562,0.03,0.1
34563,0.23,0.4
34564,0.07,0.9
34565,0.47,0.54
34566,0.05,0.83
34567,0.14,0.13
34568,0.08,0.21
34569,0.1,0.73
34570,0.29,0.71
34571,0.73,0.85
34572,0.47,0.48
34573,0.15,0.12
34574,0.09,0.21
34575,0.32,0.53
34576,0.41,0.26
34577,0.27,0.81
34578,0.34,0.81
34579,0.24,0.33
34580,0.06,0.06
34581,0.0,0.01
34582,0.02,0.11
34583,0.13,0.93
34584,0.21,0.34
34585,0.18,0.36
34586,0.0,0.1
34587,0.31,0.66
34588,0.34,0.59
34589,0.79,0.99
34590,0.55,0.78
34591,0.09,0.28
34592,0.12,0.99
34593,0.15,0.34
34594,0.44,0.24
34595,0.08,0.31
34596,0.59,0.87
34597,0.22,0.44
34598,0.09,0.17
34599,0.63,0.77
34600,0.35,0.76
34601,0.21,0.33
34602,0.22,0.24
34603,0.01,0.06
34604,0.06,0.47
34605,0.5,0.42
34606,0.2,0.22
34607,0.05,0.81
34608,0.62,0.8
34609,0.03,0.4
34610,0.06,0.1
34611,0.11,0.23
34612,0.02,0.11
34613,0.23,0.1
34614,0.59,0.74
34615,0.01,0.03
34616,0.3,0.54
34617,0.0,0.04
34618,0.34,0.62
34619,0.09,0.12
34620,0.28,0.45
34621,0.17,0.74
34622,0.04,0.03
34623,0.95,0.8
34624,0.35,0.6
34625,0.31,0.56
34626,0.69,0.74
34627,0.05,0.08
34628,0.22,0.86
34629,0.07,0.17
34630,0.06,0.33
34631,0.05,0.87
34632,0.02,0.03
34633,0.2,0.6
34634,0.21,0.46
34635,0.03,0.13
34636,0.56,0.87
34637,0.03,0.42
34638,0.71,0.88
34639,0.05,0.14
34640,0.03,0.58
34641,0.1,0.2
34642,0.05,0.61
34643,0.84,0.79
34644,0.24,0.54
34645,0.01,0.13
34646,0.07,0.12
34647,0.84,0.59
34648,0.3,0.2
34649,0.08,0.16
34650,0.52,0.66
34651,0.41,0.33
34652,0.22,0.12
34653,0.89,0.97
34654,0.46,0.97
34655,0.15,0.13
34656,0.05,0.14
34657,0.45,0.69
34658,0.05,0.4
34659,0.16,0.34
34660,0.04,0.62
34661,0.02,0.25
34662,0.18,0.51
34663,0.42,0.66
34664,0.29,0.67
34665,0.14,0.34
34666,0.07,0.5
34667,0.0,0.13
34668,0.01,0.84
34669,0.18,0.68
34670,0.54,0.69
34671,0.03,0.96
34672,0.21,0.53
34673,0.57,0.69
34674,0.03,0.17
34675,0.72,0.95
34676,0.77,0.93
34677,0.35,0.13
34678,0.32,0.9
34679,0.47,0.68
34680,0.19,0.87
34681,0.06,0.13
34682,0.69,0.38
34683,0.48,0.77
34684,0.18,0.21
34685,0.17,0.21
34686,0.11,0.43
34687,0.45,0.67
34688,0.0,0.52
34689,0.58,0.64
34690,0.38,0.64
34691,0.16,0.62
34692,0.73,0.82
34693,0.19,0.03
34694,0.11,0.62
34695,0.02,0.25
34696,0.1,0.78
34697,0.04,0.04
34698,0.47,0.39
34699,0.09,0.4
34700,0.12,0.39
34701,0.03,0.32
34702,0.03,0.16
34703,0.04,0.06
34704,0.13,0.78
34705,0.24,0.93
34706,0.27,0.71
34707,0.0,0.0
34708,0.01,0.71
34709,0.03,0.15
34710,0.06,0.1
34711,0.91,0.85
34712,0.61,0.96
34713,0.07,0.16
34714,0.26,0.1
34715,0.07,0.23
34716,0.45,0.85
34717,0.02,0.57
34718,0.12,0.47
34719,0.16,0.34
34720,0.05,0.73
34721,0.04,0.06
34722,0.1,0.19
34723,0.02,0.12
34724,0.68,0.8
34725,0.36,0.95
34726,0.19,0.16
34727,0.04,0.8
34728,0.22,0.83
34729,0.83,0.96
34730,0.09,0.19
34731,0.07,0.16
34732,0.09,0.31
34733,0.34,0.77
34734,0.15,0.83
34735,0.07,0.95
34736,0.09,0.94
34737,0.0,0.07
34738,0.01,0.01
34739,0.01,0.08
34740,0.03,0.33
34741,0.08,0.09
34742,0.29,0.55
34743,0.02,0.23
34744,0.24,0.38
34745,0.11,0.29
34746,0.2,0.44
34747,0.02,0.11
34748,0.64,0.75
34749,0.23,0.26
34750,0.16,0.6
34751,0.39,0.75
34752,0.33,0.98
34753,0.56,0.91
34754,0.03,0.24
34755,0.71,0.97
34756,0.46,0.54
34757,0.21,0.61
34758,0.25,0.61
34759,0.22,0.52
34760,0.44,0.61
34761,0.0,0.0
34762,0.32,0.8
34763,0.46,0.48
34764,0.03,0.12
34765,0.09,0.25
34766,0.56,0.81
34767,0.25,0.58
34768,0.57,0.8
34769,0.2,0.6
34770,0.06,0.39
34771,0.1,0.94
34772,0.27,0.42
34773,0.16,0.91
34774,0.71,0.76
34775,0.01,0.11
34776,0.23,0.15
34777,0.0,0.06
34778,0.5,0.96
34779,0.15,0.42
34780,0.47,0.14
34781,0.39,1.0
34782,0.08,0.04
34783,0.15,0.6
34784,0.12,0.1
34785,0.05,0.33
34786,0.88,0.73
34787,0.01,0.42
34788,0.65,0.75
34789,0.06,0.78
34790,0.74,0.62
34791,0.04,0.1
34792,0.36,0.29
34793,0.73,0.56
34794,0.0,0.58
34795,0.27,0.54
34796,0.2,0.87
34797,0.16,0.24
34798,0.31,0.77
34799,0.02,0.19
34800,0.11,0.76
34801,0.11,0.16
34802,0.13,0.03
34803,0.57,0.88
34804,0.51,0.74
34805,0.14,0.25
34806,0.31,0.62
34807,0.24,0.74
34808,0.57,0.35
34809,0.31,0.33
34810,0.33,0.58
34811,0.01,0.79
34812,0.19,0.38
34813,0.11,0.32
34814,0.02,0.42
34815,0.52,0.59
34816,0.05,0.53
34817,0.04,0.05
34818,0.19,0.51
34819,0.01,0.05
34820,0.04,0.06
34821,0.04,0.06
34822,0.07,0.24
34823,0.22,0.14
34824,0.35,0.34
34825,0.02,0.09
34826,0.02,0.01
34827,0.17,0.74
34828,0.09,0.26
34829,0.5,0.75
34830,0.55,0.65
34831,0.11,0.44
34832,0.05,0.47
34833,0.04,0.32
34834,0.2,0.21
34835,0.09,0.4
34836,0.06,0.79
34837,0.38,0.44
34838,0.03,0.11
34839,0.14,0.27
34840,0.38,0.57
34841,0.13,0.09
34842,0.01,0.06
34843,0.08,0.18
34844,0.23,0.93
34845,0.02,0.34
34846,0.2,0.72
34847,0.35,0.93
34848,0.01,0.0
34849,0.4,0.75
34850,0.37,0.12
34851,0.03,0.3
34852,0.16,0.19
34853,0.05,0.17
34854,0.24,0.63
34855,0.13,0.56
34856,0.49,0.81
34857,0.03,0.06
34858,0.12,0.31
34859,0.21,0.67
34860,0.78,0.82
34861,0.08,0.58
34862,0.21,0.09
34863,0.01,0.09
34864,0.95,0.9
34865,0.58,0.78
34866,0.91,0.93
34867,0.19,0.2
34868,0.51,0.73
34869,0.15,0.82
34870,0.08,0.24
34871,0.02,0.16
34872,0.6,0.87
34873,0.28,0.39
34874,0.14,0.4
34875,0.15,0.78
34876,0.47,0.66
34877,0.37,0.73
34878,0.15,0.84
34879,0.25,0.26
34880,0.18,0.4
34881,0.41,0.82
34882,0.09,0.2
34883,0.01,0.11
34884,0.14,0.43
34885,0.73,0.83
34886,0.25,0.87
34887,0.02,0.13
34888,0.36,0.93
34889,0.32,0.06
34890,0.07,0.03
34891,0.01,0.04
34892,0.92,0.98
34893,0.24,0.42
34894,0.09,0.13
34895,0.8,0.92
34896,0.0,0.61
34897,0.8,0.74
34898,0.12,0.85
34899,0.4,0.83
34900,0.33,0.41
34901,0.02,0.07
34902,0.1,0.24
34903,0.06,0.02
34904,0.07,0.26
34905,0.13,0.15
34906,0.24,0.64
34907,0.0,0.04
34908,0.0,0.14
34909,0.08,0.25
34910,0.42,0.72
34911,0.79,0.41
34912,0.22,0.2
34913,0.15,0.19
34914,0.14,0.67
34915,0.07,0.14
34916,0.18,0.82
34917,0.28,0.91
34918,0.28,0.44
34919,0.48,0.54
34920,0.99,0.81
34921,0.29,0.85
34922,0.2,0.31
34923,0.04,0.67
34924,0.32,0.5
34925,0.02,0.07
34926,0.12,0.35
34927,0.14,0.97
34928,0.02,0.38
34929,0.16,0.56
34930,0.26,0.63
34931,0.33,0.5
34932,0.03,0.85
34933,0.26,0.49
34934,0.0,0.13
34935,0.29,0.63
34936,0.33,0.56
34937,0.1,0.06
34938,0.54,0.99
34939,0.2,0.3
34940,0.62,0.77
34941,0.01,0.04
34942,0.49,0.53
34943,0.04,0.38
34944,0.14,0.29
34945,0.26,0.31
34946,0.53,0.18
34947,0.3,0.24
34948,0.24,0.19
34949,0.22,0.27
34950,0.01,0.12
34951,0.07,0.27
34952,0.14,0.9
34953,0.28,0.75
34954,0.5,0.95
34955,0.0,0.06
34956,0.59,0.93
34957,0.42,0.65
34958,0.12,0.59
34959,0.22,0.39
34960,0.05,0.65
34961,0.14,0.85
34962,0.61,0.79
34963,0.04,0.94
34964,0.07,0.05
34965,0.13,0.1
34966,0.09,0.29
34967,0.37,0.44
34968,0.17,0.29
34969,0.0,0.24
34970,0.21,0.49
34971,0.35,0.51
34972,0.06,0.53
34973,0.19,0.18
34974,0.44,0.87
34975,0.03,0.03
34976,0.05,0.23
34977,0.08,0.13
34978,0.3,0.52
34979,0.08,0.19
34980,0.9,0.66
34981,0.08,0.98
34982,0.48,0.8
34983,0.02,0.18
34984,0.5,0.6
34985,0.34,0.67
34986,0.61,0.43
34987,0.02,0.1
34988,0.21,0.57
34989,0.11,0.15
34990,0.14,0.61
34991,0.56,0.57
34992,0.13,0.92
34993,0.01,0.7
34994,0.29,0.95
34995,0.02,0.88
34996,0.71,0.93
34997,0.29,0.27
34998,0.44,0.75
34999,0.03,0.51
35000,0.25,0.37
35001,0.0,0.15
35002,0.07,0.72
35003,0.24,0.32
35004,0.11,0.05
35005,0.09,0.54
35006,0.38,0.42
35007,0.0,0.07
35008,0.13,0.21
35009,0.03,0.75
35010,0.09,0.55
35011,0.12,0.41
35012,0.71,0.57
35013,0.0,0.2
35014,0.06,0.33
35015,0.25,0.61
35016,0.04,0.3
35017,0.48,0.78
35018,0.04,0.16
35019,0.15,0.8
35020,0.69,0.96
35021,0.03,0.06
35022,0.09,0.43
35023,0.05,0.12
35024,0.28,0.09
35025,0.01,0.01
35026,0.16,0.16
35027,0.18,0.43
35028,0.54,0.97
35029,0.48,0.86
35030,0.66,0.43
35031,0.0,0.32
35032,0.12,0.49
35033,0.32,0.73
35034,0.13,0.22
35035,0.17,0.89
35036,0.15,0.3
35037,0.29,0.43
35038,0.06,0.16
35039,0.46,0.62
35040,0.24,0.21
35041,0.27,0.22
35042,0.08,0.09
35043,0.08,0.46
35044,0.15,0.24
35045,0.05,0.02
35046,0.49,0.43
35047,0.64,0.7
35048,0.13,0.42
35049,0.34,0.78
35050,0.03,0.07
35051,0.02,0.29
35052,0.06,0.26
35053,0.2,0.78
35054,0.0,0.16
35055,0.17,0.42
35056,0.19,0.19
35057,0.07,0.1
35058,0.39,0.37
35059,0.21,0.24
35060,0.21,0.44
35061,0.13,0.11
35062,0.21,0.98
35063,0.03,0.14
35064,0.12,0.18
35065,0.5,0.87
35066,0.11,0.29
35067,0.02,0.11
35068,0.12,0.77
35069,0.08,0.18
35070,0.42,0.86
35071,0.27,0.44
35072,0.46,0.62
35073,0.46,0.26
35074,0.6,0.35
35075,0.21,0.21
35076,0.21,0.42
35077,0.21,0.06
35078,0.32,0.64
35079,0.6,0.75
35080,0.3,0.58
35081,0.15,0.39
35082,0.1,0.05
35083,0.12,0.11
35084,0.75,0.92
35085,0.07,0.91
35086,0.08,0.19
35087,0.0,0.82
35088,0.32,0.92
35089,0.04,0.13
35090,0.64,0.75
35091,0.13,0.26
35092,0.07,0.63
35093,0.22,0.13
35094,0.32,0.76
35095,0.41,0.48
35096,0.05,0.99
35097,0.79,0.97
35098,0.18,0.57
35099,0.09,0.14
35100,0.38,0.93
35101,0.05,0.56
35102,0.05,0.03
35103,0.21,0.27
35104,0.05,0.98
35105,0.1,0.59
35106,0.0,0.48
35107,0.05,0.55
35108,0.02,0.65
35109,0.66,0.26
35110,0.31,0.44
35111,0.75,0.89
35112,0.06,0.84
35113,0.33,0.27
35114,0.75,0.91
35115,0.07,0.76
35116,0.03,0.04
35117,0.19,0.26
35118,0.27,0.93
35119,0.01,0.55
35120,0.04,0.08
35121,0.58,0.85
35122,0.01,0.04
35123,0.46,0.43
35124,0.18,0.84
35125,0.15,0.63
35126,0.17,0.21
35127,0.05,0.34
35128,0.3,0.83
35129,0.42,0.77
35130,0.25,0.34
35131,0.02,0.54
35132,0.53,0.92
35133,0.23,0.15
35134,0.36,0.44
35135,0.33,0.35
35136,0.42,0.9
35137,0.5,0.56
35138,0.11,0.09
35139,0.06,0.87
35140,0.17,0.89
35141,0.03,0.94
35142,0.0,0.24
35143,0.04,0.06
35144,0.23,0.12
35145,0.19,0.67
35146,0.24,0.69
35147,0.0,0.03
35148,0.08,0.19
35149,0.07,0.61
35150,0.22,0.4
35151,0.06,0.89
35152,0.04,0.11
35153,0.16,0.26
35154,0.75,0.99
35155,0.03,0.73
35156,0.45,0.29
35157,0.28,0.57
35158,0.05,0.04
35159,0.0,0.05
35160,0.06,0.99
35161,0.01,0.02
35162,0.44,0.81
35163,0.17,0.52
35164,0.15,0.25
35165,0.25,0.5
35166,0.01,0.03
35167,0.18,0.1
35168,0.35,0.26
35169,0.09,0.04
35170,0.08,0.53
35171,0.85,0.82
35172,0.14,0.53
35173,0.39,0.81
35174,0.01,0.27
35175,0.0,0.2
35176,0.25,0.66
35177,0.09,0.11
35178,0.03,0.1
35179,0.22,0.68
35180,0.06,0.83
35181,0.0,0.24
35182,0.29,0.3
35183,0.56,0.63
35184,0.03,0.09
35185,0.27,0.16
35186,0.35,0.98
35187,0.38,0.88
35188,0.57,0.74
35189,0.65,0.6
35190,0.06,0.2
35191,0.0,0.05
35192,0.04,0.57
35193,0.09,0.28
35194,0.03,0.2
35195,0.18,0.28
35196,0.17,0.27
35197,0.38,0.74
35198,0.1,0.5
35199,0.01,0.33
35200,0.11,0.97
35201,0.0,0.01
35202,0.01,0.94
35203,0.23,0.91
35204,0.2,0.44
35205,0.43,0.26
35206,0.28,0.58
35207,0.3,0.78
35208,0.28,0.35
35209,0.23,0.5
35210,0.56,0.77
35211,0.21,0.55
35212,0.49,0.73
35213,0.14,0.4
35214,0.25,0.38
35215,0.1,0.04
35216,0.08,0.74
35217,0.17,0.62
35218,0.14,0.31
35219,0.13,0.33
35220,0.13,0.18
35221,0.1,0.85
35222,0.08,0.12
35223,0.21,0.92
35224,0.03,0.11
35225,0.77,0.83
35226,0.0,0.03
35227,0.33,0.51
35228,0.19,0.42
35229,0.27,0.78
35230,0.32,0.17
35231,0.56,0.63
35232,0.18,0.37
35233,0.34,0.66
35234,0.09,0.16
35235,0.04,0.45
35236,0.07,0.18
35237,0.01,0.08
35238,0.06,0.79
35239,0.12,0.44
35240,0.14,0.9
35241,0.08,0.08
35242,0.03,0.08
35243,0.43,0.75
35244,0.19,0.53
35245,0.14,0.75
35246,0.07,0.15
35247,0.3,0.21
35248,0.45,0.55
35249,0.12,0.6
35250,0.18,0.15
35251,0.03,0.01
35252,0.03,0.22
35253,0.77,0.89
35254,0.35,0.41
35255,0.02,0.21
35256,0.01,0.11
35257,0.32,0.24
35258,0.15,0.23
35259,0.55,0.78
35260,0.52,0.68
35261,0.11,0.24
35262,0.38,0.35
35263,0.0,0.06
35264,0.25,0.39
35265,0.28,0.37
35266,0.87,0.89
35267,0.04,0.82
35268,0.5,0.3
35269,0.03,0.16
35270,0.72,0.28
35271,0.07,0.4
35272,0.46,0.95
35273,0.17,0.08
35274,0.39,0.11
35275,0.18,0.34
35276,0.43,0.61
35277,0.29,0.62
35278,0.03,0.25
35279,0.43,0.71
35280,0.01,0.76
35281,0.05,0.3
35282,0.06,0.28
35283,0.1,0.38
35284,0.65,0.33
35285,0.07,0.13
35286,0.41,0.78
35287,0.06,0.46
35288,0.16,0.66
35289,0.04,0.03
35290,0.06,0.03
35291,0.02,0.72
35292,0.02,0.29
35293,0.01,0.04
35294,0.19,0.59
35295,0.0,0.09
35296,0.04,0.11
35297,0.08,0.07
35298,0.11,0.24
35299,0.11,0.23
35300,0.06,0.59
35301,0.03,0.06
35302,0.07,0.6
35303,0.12,0.34
35304,0.3,0.89
35305,0.01,0.06
35306,0.04,0.11
35307,0.1,0.39
35308,0.13,0.39
35309,0.74,0.45
35310,0.04,0.48
35311,0.12,0.4
35312,0.01,0.05
35313,0.7,0.9
35314,0.04,0.46
35315,0.0,0.0
35316,0.38,0.66
35317,0.25,0.51
35318,0.09,0.19
35319,0.83,0.61
35320,0.01,0.42
35321,0.08,0.2
35322,0.03,0.1
35323,0.11,0.19
35324,0.79,0.96
35325,0.12,0.42
35326,0.86,0.99
35327,0.25,0.57
35328,0.33,0.2
35329,0.33,0.46
35330,0.15,0.35
35331,0.19,0.23
35332,0.36,0.36
35333,0.66,0.77
35334,0.07,0.08
35335,0.0,0.22
35336,0.36,0.17
35337,0.39,0.56
35338,0.5,0.93
35339,0.04,0.07
35340,0.4,0.75
35341,0.07,0.12
35342,0.08,0.23
35343,0.08,0.09
35344,0.23,0.64
35345,0.04,0.13
35346,0.08,0.44
35347,0.23,0.64
35348,0.07,0.42
35349,0.61,0.36
35350,0.37,0.59
35351,0.02,0.71
35352,0.02,0.71
35353,0.04,0.09
35354,0.27,0.85
35355,0.07,0.04
35356,0.23,0.2
35357,0.02,0.61
35358,0.37,0.31
35359,0.58,0.72
35360,0.22,0.17
35361,0.16,0.22
35362,0.46,0.41
35363,0.45,0.64
35364,0.15,0.83
35365,0.09,0.9
35366,0.12,0.1
35367,0.1,0.28
35368,0.06,0.37
35369,0.1,0.69
35370,0.36,0.9
35371,0.23,0.09
35372,0.21,0.07
35373,0.33,0.42
35374,0.01,0.12
35375,0.05,0.59
35376,0.11,0.81
35377,0.47,0.37
35378,0.5,0.51
35379,0.18,0.89
35380,0.21,0.82
35381,0.15,0.53
35382,0.24,0.63
35383,0.14,0.07
35384,0.16,0.2
35385,0.06,0.51
35386,0.12,0.66
35387,0.06,0.15
35388,0.34,0.17
35389,0.11,0.15
35390,0.05,0.27
35391,0.03,0.13
35392,0.05,0.31
35393,0.44,0.21
35394,0.91,0.82
35395,0.28,0.41
35396,0.13,0.28
35397,0.02,0.03
35398,0.18,0.39
35399,0.04,0.9
35400,0.57,0.98
35401,0.58,0.81
35402,0.2,0.63
35403,0.05,0.39
35404,0.33,0.4
35405,0.03,0.08
35406,0.03,0.03
35407,0.37,0.79
35408,0.01,0.17
35409,0.77,0.86
35410,0.71,0.62
35411,0.07,0.47
35412,0.1,0.99
35413,0.17,0.21
35414,0.01,0.51
35415,0.03,0.63
35416,0.07,0.2
35417,0.09,0.06
35418,0.09,0.43
35419,0.1,0.63
35420,0.07,0.23
35421,0.03,0.08
35422,0.13,0.99
35423,0.13,0.43
35424,0.07,0.03
35425,0.05,0.08
35426,0.02,0.56
35427,0.0,0.04
35428,0.08,0.46
35429,0.12,0.79
35430,0.24,0.18
35431,0.33,0.71
35432,0.5,0.4
35433,0.61,0.52
35434,0.24,0.71
35435,0.07,0.96
35436,0.15,0.72
35437,0.08,0.58
35438,0.16,0.49
35439,0.0,0.45
35440,0.0,0.28
35441,0.17,0.84
35442,0.1,0.6
35443,0.01,0.3
35444,0.09,0.86
35445,0.3,0.97
35446,0.38,0.22
35447,0.14,0.35
35448,0.07,0.22
35449,0.95,0.82
35450,0.06,0.7
35451,0.39,0.29
35452,0.02,0.14
35453,0.13,0.9
35454,0.0,0.03
35455,0.03,0.39
35456,0.09,0.72
35457,0.08,0.07
35458,0.05,0.17
35459,0.38,0.96
35460,0.83,0.8
35461,0.32,0.5
35462,0.01,1.0
35463,0.59,0.8
35464,0.27,0.58
35465,0.22,0.61
35466,0.37,0.21
35467,0.08,0.79
35468,0.45,0.4
35469,0.36,0.53
35470,0.42,0.53
35471,0.0,0.03
35472,0.28,0.31
35473,0.01,0.49
35474,0.34,0.15
35475,0.26,0.57
35476,0.24,0.68
35477,0.33,0.18
35478,0.05,0.73
35479,0.02,0.08
35480,0.07,0.26
35481,0.82,0.96
35482,0.18,0.96
35483,0.09,0.01
35484,0.56,0.82
35485,0.27,0.38
35486,0.34,0.47
35487,0.28,0.7
35488,0.05,0.1
35489,0.06,0.38
35490,0.28,0.63
35491,0.02,0.35
35492,0.03,0.23
35493,0.05,0.88
35494,0.04,0.51
35495,0.37,0.45
35496,0.12,0.31
35497,0.03,0.08
35498,0.3,0.52
35499,0.12,0.22
35500,0.39,0.54
35501,0.45,0.25
35502,0.3,0.08
35503,0.69,0.82
35504,0.26,0.85
35505,0.02,0.16
35506,0.24,0.37
35507,0.42,0.99
35508,0.13,0.23
35509,0.44,0.67
35510,0.34,0.22
35511,0.06,0.15
35512,0.04,0.99
35513,0.34,0.84
35514,0.29,0.42
35515,0.19,0.81
35516,0.43,0.58
35517,0.73,0.96
35518,0.26,0.28
35519,0.08,0.33
35520,0.39,0.81
35521,0.64,0.95
35522,0.5,0.87
35523,0.45,0.48
35524,0.33,0.28
35525,0.09,0.1
35526,0.15,0.74
35527,0.25,0.27
35528,0.26,0.92
35529,0.51,0.76
35530,0.01,0.89
35531,0.4,0.65
35532,0.1,0.73
35533,0.02,0.11
35534,0.07,0.14
35535,0.03,0.08
35536,0.94,0.93
35537,0.04,0.03
35538,0.83,0.93
35539,0.08,0.06
35540,0.5,0.79
35541,0.28,0.58
35542,0.05,0.1
35543,0.09,0.0
35544,0.63,0.57
35545,0.05,0.52
35546,0.17,0.36
35547,0.01,0.06
35548,0.11,0.58
35549,0.45,0.48
35550,0.4,0.68
35551,0.01,0.05
35552,0.05,0.93
35553,0.39,0.9
35554,0.58,0.85
35555,0.31,0.34
35556,0.01,0.03
35557,0.02,0.13
35558,0.01,0.01
35559,0.12,0.23
35560,0.54,0.5
35561,0.03,0.19
35562,0.02,0.3
35563,0.01,0.48
35564,0.02,0.21
35565,0.09,0.44
35566,0.02,0.84
35567,0.24,0.16
35568,0.14,0.42
35569,0.22,0.8
35570,0.3,0.48
35571,0.09,0.67
35572,0.14,0.87
35573,0.34,0.86
35574,0.01,0.12
35575,0.23,0.86
35576,0.04,0.22
35577,0.1,0.52
35578,0.16,0.28
35579,0.0,0.05
35580,0.03,0.17
35581,0.39,0.79
35582,0.39,0.87
35583,0.08,0.07
35584,0.12,0.58
35585,0.36,0.14
35586,0.91,0.99
35587,0.24,0.32
35588,0.02,0.55
35589,0.11,0.54
35590,0.3,0.32
35591,0.12,0.3
35592,0.03,0.29
35593,0.0,0.06
35594,0.17,0.63
35595,0.6,0.38
35596,0.34,0.59
35597,0.12,0.23
35598,0.39,0.18
35599,0.12,0.85
35600,0.35,0.71
35601,0.45,0.65
35602,0.44,0.16
35603,0.13,0.79
35604,0.76,0.75
35605,0.06,0.81
35606,0.05,0.95
35607,0.14,0.16
35608,0.73,0.82
35609,0.23,0.67
35610,0.23,0.58
35611,0.03,0.52
35612,0.05,0.24
35613,0.17,0.39
35614,0.17,0.61
35615,0.4,0.47
35616,0.59,0.64
35617,0.06,0.16
35618,0.14,0.54
35619,0.25,0.75
35620,0.25,0.43
35621,0.12,0.54
35622,0.42,0.89
35623,0.34,0.55
35624,0.46,0.48
35625,0.15,0.84
35626,0.12,0.68
35627,0.23,0.69
35628,0.17,0.39
35629,0.04,0.41
35630,0.07,0.03
35631,0.0,0.01
35632,0.36,0.4
35633,0.05,0.15
35634,0.03,0.07
35635,0.76,0.92
35636,0.19,0.64
35637,0.5,0.36
35638,0.22,0.25
35639,0.83,0.78
35640,0.04,0.11
35641,0.0,0.06
35642,0.02,0.06
35643,0.4,0.75
35644,0.01,0.13
35645,0.55,0.88
35646,0.29,0.25
35647,0.15,0.61
35648,0.46,0.78
35649,0.03,0.25
35650,0.08,0.91
35651,0.16,0.09
35652,0.59,0.92
35653,0.86,0.88
35654,0.03,0.32
35655,0.03,0.68
35656,0.08,0.2
35657,0.11,0.85
35658,0.1,0.4
35659,0.06,0.23
35660,0.49,0.52
35661,0.02,0.07
35662,0.38,0.26
35663,0.03,0.02
35664,0.65,0.89
35665,0.03,0.41
35666,0.08,0.23
35667,0.16,0.5
35668,0.06,0.08
35669,0.71,0.99
35670,0.16,0.71
35671,0.3,0.74
35672,0.29,0.53
35673,0.05,0.12
35674,0.05,0.98
35675,0.47,0.55
35676,0.29,0.75
35677,0.47,0.26
35678,0.17,0.59
35679,0.27,0.29
35680,0.11,0.12
35681,0.67,0.96
35682,0.02,0.1
35683,0.1,0.32
35684,0.06,0.29
35685,0.06,0.0
35686,0.14,0.63
35687,0.21,0.4
35688,0.02,0.05
35689,0.04,0.18
35690,0.09,0.09
35691,0.46,0.92
35692,0.02,0.2
35693,0.67,0.61
35694,0.91,0.94
35695,0.7,0.96
35696,0.21,0.45
35697,0.03,0.66
35698,0.05,0.6
35699,0.08,0.05
35700,0.0,0.02
35701,0.0,0.01
35702,0.01,0.15
35703,0.19,0.1
35704,0.89,1.0
35705,0.16,0.34
35706,0.32,0.31
35707,0.27,0.97
35708,0.66,0.69
35709,0.0,0.03
35710,0.05,0.07
35711,0.1,1.0
35712,0.02,0.06
35713,0.21,0.23
35714,0.37,0.96
35715,0.3,0.51
35716,0.04,0.07
35717,0.03,0.34
35718,0.26,0.11
35719,0.03,0.1
35720,0.17,0.77
35721,0.07,0.5
35722,0.03,0.12
35723,0.44,0.92
35724,0.06,0.31
35725,0.18,0.15
35726,0.22,0.3
35727,0.05,0.11
35728,0.08,0.24
35729,0.11,0.88
35730,0.03,0.26
35731,0.08,0.89
35732,0.04,0.07
35733,0.26,0.71
35734,0.41,0.67
35735,0.03,0.02
35736,0.09,0.28
35737,0.4,0.65
35738,0.03,0.06
35739,0.18,0.56
35740,0.16,0.7
35741,0.05,0.1
35742,0.34,0.7
35743,0.12,0.43
35744,0.09,0.55
35745,0.05,0.25
35746,0.02,0.01
35747,0.15,0.32
35748,0.39,0.48
35749,0.44,0.11
35750,0.21,0.17
35751,0.0,0.1
35752,0.11,0.59
35753,0.05,0.86
35754,0.25,0.4
35755,0.0,0.19
35756,0.73,0.97
35757,0.39,0.36
35758,0.07,0.01
35759,0.29,0.92
35760,0.03,0.49
35761,0.72,0.78
